msoa11cd,msoa11nm,Latitude,Longitude
E02004018,South Lakeland 004,54.326569,-2.7509411
E02004019,South Lakeland 005,54.323163,-2.7274785
E02001376,Liverpool 030,53.413113,-2.9499507
E02001377,Liverpool 031,53.405955,-2.95823
E02001374,Liverpool 028,53.414688,-2.939454
E02001375,Liverpool 029,53.414737,-2.9087923
E02001372,Liverpool 026,53.419241,-2.8884243
E02001373,Liverpool 027,53.417007,-2.918681
E02001370,Liverpool 024,53.420696,-2.9538215
E02001371,Liverpool 025,53.419264,-2.873122
E02001378,Liverpool 032,53.404929,-2.9136824
E02005316,West Lancashire 013,53.546969,-2.7609875
E02005317,West Lancashire 014,53.538956,-2.7588218
E02005314,West Lancashire 011,53.549951,-2.8025475
E02005315,West Lancashire 012,53.549811,-2.9052699
E02005312,West Lancashire 009,53.562293,-2.7765263
E02005313,West Lancashire 010,53.555289,-2.7755074
E02005310,West Lancashire 007,53.566307,-2.8808746
E02005311,West Lancashire 008,53.561854,-2.8376935
E02005318,West Lancashire 015,53.541574,-2.7324757
E02005319,Wyre 001,53.922092,-3.0175088
E02005226,Lancaster 006,54.071563,-2.8598898
E02005224,Lancaster 004,54.076243,-2.8385436
E02005225,Lancaster 005,54.075075,-2.7251039
E02005222,Lancaster 002,54.120257,-2.6445444
E02005223,Lancaster 003,54.095777,-2.7997474
E02005221,Lancaster 001,54.130333,-2.7711375
E02001216,Stockport 030,53.382201,-2.1942085
E02001297,Wigan 011,53.544048,-2.6851475
E02001217,Stockport 031,53.382201,-2.1190711
E02001296,Wigan 010,53.544137,-2.6678243
E02001214,Stockport 028,53.387663,-2.2216731
E02001295,Wigan 009,53.546808,-2.6191795
E02001215,Stockport 029,53.387484,-2.0628838
E02001294,Wigan 008,53.552601,-2.6438222
E02001212,Stockport 026,53.390469,-2.1717668
E02001293,Wigan 007,53.555369,-2.6043907
E02001213,Stockport 027,53.388029,-2.1406784
E02001292,Wigan 006,53.55821,-2.6320871
E02001210,Stockport 024,53.393106,-2.1257782
E02001291,Wigan 005,53.559734,-2.6527923
E02005228,Lancaster 008,54.06347,-2.8727861
E02001211,Stockport 025,53.393353,-2.2357176
E02001290,Wigan 004,53.571441,-2.5915729
E02005229,Lancaster 009,54.062814,-2.8839564
E02001218,Stockport 032,53.377576,-2.1674007
E02001299,Wigan 013,53.535092,-2.5767023
E02001219,Stockport 033,53.37363,-2.1316126
E02001298,Wigan 012,53.542957,-2.6041534
E02002597,Warrington 008,53.411303,-2.5727842
E02002596,Warrington 007,53.416014,-2.5554397
E02002595,Warrington 006,53.415578,-2.5882482
E02002594,Warrington 005,53.420374,-2.5152003
E02002593,Warrington 004,53.423327,-2.5326618
E02002592,Warrington 003,53.431588,-2.6487793
E02002591,Warrington 002,53.449829,-2.5131929
E02002590,Warrington 001,53.451779,-2.5278229
E02002599,Warrington 010,53.402389,-2.6293382
E02002598,Warrington 009,53.404026,-2.6442685
E02001476,Wirral 010,53.409207,-3.0400805
E02001477,Wirral 011,53.402017,-3.0684382
E02001474,Wirral 008,53.412456,-3.0249795
E02001475,Wirral 009,53.405986,-3.1005635
E02001473,Wirral 007,53.416844,-3.0476095
E02001470,Wirral 004,53.425429,-3.0537802
E02001471,Wirral 005,53.419129,-3.0329646
E02001478,Wirral 012,53.401302,-3.1142201
E02001479,Wirral 013,53.400571,-3.1420416
E02002616,Blackburn with Darwen 002,53.756778,-2.5035366
E02002617,Blackburn with Darwen 003,53.758822,-2.4694334
E02002614,Warrington 025,53.353366,-2.5719317
E02002615,Blackburn with Darwen 001,53.768483,-2.4765352
E02002612,Warrington 023,53.3694,-2.5758888
E02002613,Warrington 024,53.356775,-2.5580644
E02002610,Warrington 021,53.381468,-2.4747265
E02002611,Warrington 022,53.377347,-2.5451203
E02002618,Blackburn with Darwen 004,53.756948,-2.4839427
E02002619,Blackburn with Darwen 005,53.748603,-2.5004211
E02006902,Manchester 054,53.487097,-2.2340523
E02003866,Cheshire East 014,53.275575,-2.129871
E02003867,Cheshire East 015,53.265131,-2.1582649
E02003864,Cheshire East 012,53.301005,-2.2393496
E02003865,Cheshire East 013,53.294233,-2.1044233
E02003862,Cheshire East 011,53.292729,-2.1499059
E02003863,Cheshire East 010,53.299532,-2.3748319
E02003860,Cheshire East 008,53.318702,-2.2491159
E02003861,Cheshire East 009,53.306399,-2.3604704
E02003868,Cheshire East 016,53.262701,-2.1136261
E02003869,Cheshire East 017,53.261188,-2.1414754
E02001036,Bury 018,53.552781,-2.3241031
E02001037,Bury 019,53.550202,-2.3030286
E02001034,Bury 016,53.562986,-2.3359271
E02001035,Bury 017,53.559963,-2.2812538
E02001032,Bury 014,53.570188,-2.33837
E02001033,Bury 015,53.567812,-2.3128181
E02001030,Bury 012,53.576418,-2.3594725
E02001031,Bury 013,53.57487,-2.2943253
E02001038,Bury 020,53.547849,-2.2916776
E02001039,Bury 021,53.548391,-2.2792603
E02001347,Liverpool 001,53.468039,-2.9265016
E02001344,Knowsley 018,53.371468,-2.8472088
E02001345,Knowsley 019,53.366227,-2.8345411
E02001342,Knowsley 016,53.406257,-2.8469675
E02001343,Knowsley 017,53.396385,-2.8136406
E02001340,Knowsley 014,53.41111,-2.875723
E02001341,Knowsley 015,53.406833,-2.8288676
E02001348,Liverpool 002,53.467084,-2.9531442
E02001349,Liverpool 003,53.462219,-2.9656423
E02005236,Lancaster 016,54.043797,-2.8909595
E02005237,Lancaster 017,54.043275,-2.80978
E02005234,Lancaster 014,54.048284,-2.7986668
E02005235,Lancaster 015,54.042531,-2.7919135
E02005233,Lancaster 013,54.051701,-2.786085
E02005230,Lancaster 010,54.062031,-2.8554149
E02005231,Lancaster 011,54.061969,-2.801817
E02005238,Lancaster 018,54.033507,-2.7892533
E02005239,Lancaster 019,54.004813,-2.7886185
E02001446,Sefton 018,53.518724,-2.9326148
E02001447,Sefton 019,53.509836,-2.9335053
E02001444,Sefton 016,53.550929,-3.0540437
E02001445,Sefton 017,53.525031,-2.9490447
E02001442,Sefton 014,53.560664,-3.0591321
E02001443,Sefton 015,53.550371,-3.0752517
E02001440,Sefton 012,53.597752,-3.0457954
E02001441,Sefton 013,53.563107,-3.072374
E02001448,Sefton 020,53.506332,-2.9482348
E02001449,Sefton 021,53.498296,-3.0086425
E02001166,Salford 010,53.512222,-2.255076
E02001167,Salford 011,53.510615,-2.2782879
E02001164,Salford 008,53.514688,-2.3138289
E02001165,Salford 009,53.513466,-2.3494689
E02001162,Salford 006,53.51887,-2.3425305
E02001163,Salford 007,53.51859,-2.3954503
E02001160,Salford 004,53.525189,-2.4262533
E02001161,Salford 005,53.521609,-2.3340157
E02001168,Salford 012,53.50592,-2.3352794
E02001169,Salford 013,53.505129,-2.4155583
E02005186,Burnley 011,53.788105,-2.3019035
E02005185,Burnley 010,53.783988,-2.2640534
E02006916,Manchester 059,53.470548,-2.2606106
E02005184,Burnley 009,53.784989,-2.1966581
E02006917,Manchester 060,53.475294,-2.2522176
E02005183,Burnley 008,53.787463,-2.2163707
E02006914,Manchester 057,53.471196,-2.2432297
E02005182,Burnley 007,53.78953,-2.2306646
E02006915,Manchester 058,53.501445,-2.2461166
E02005181,Burnley 006,53.792702,-2.2700132
E02006912,Manchester 055,53.477122,-2.2328673
E02005180,Burnley 005,53.79747,-2.2757673
E02005189,Chorley 001,53.712582,-2.6392635
E02003876,Cheshire West and Chester 012,53.273527,-2.5489565
E02003877,Cheshire West and Chester 015,53.268914,-2.7560993
E02003874,Cheshire West and Chester 002,53.294206,-2.7187687
E02003875,Cheshire West and Chester 003,53.291258,-2.5574949
E02003873,Cheshire East 021,53.245671,-2.1277872
E02003870,Cheshire East 018,53.255007,-2.1310377
E02003871,Cheshire East 019,53.253386,-2.1558084
E02003878,Cheshire West and Chester 017,53.269549,-2.4633192
E02003879,Cheshire West and Chester 018,53.260656,-2.5123485
E02001087,Manchester 043,53.417773,-2.231685
E02001006,Bolton 023,53.563842,-2.4476282
E02001086,Manchester 042,53.423064,-2.2596879
E02001007,Bolton 024,53.562498,-2.3703302
E02001085,Manchester 041,53.426826,-2.206903
E02001004,Bolton 021,53.570334,-2.4470626
E02001084,Manchester 040,53.42811,-2.2223352
E02001005,Bolton 022,53.563638,-2.422156
E02001083,Manchester 039,53.42731,-2.2453115
E02001002,Bolton 019,53.575714,-2.3864238
E02001082,Manchester 038,53.430279,-2.2348986
E02001003,Bolton 020,53.572305,-2.4810757
E02001081,Manchester 037,53.436591,-2.2798056
E02001000,Bolton 017,53.581646,-2.4080015
E02001080,Manchester 036,53.436779,-2.2152304
E02001001,Bolton 018,53.578084,-2.460722
E02001089,Manchester 045,53.409332,-2.2230495
E02001008,Bolton 025,53.56132,-2.4368978
E02001088,Manchester 044,53.410908,-2.2847366
E02001009,Bolton 026,53.559456,-2.4593269
E02001356,Liverpool 010,53.444887,-2.9133354
E02001357,Liverpool 011,53.442622,-2.9318802
E02001354,Liverpool 008,53.447177,-2.9425047
E02001355,Liverpool 009,53.444597,-2.9616442
E02001352,Liverpool 006,53.453258,-2.9632705
E02001353,Liverpool 007,53.45141,-2.881431
E02001350,Liverpool 004,53.453042,-2.9023818
E02001351,Liverpool 005,53.452918,-2.9278741
E02001358,Liverpool 012,53.441302,-2.9689918
E02001359,Liverpool 013,53.437156,-2.8919292
E02001267,Trafford 009,53.447873,-2.3508271
E02001264,Trafford 006,53.450869,-2.3242597
E02001265,Trafford 007,53.449735,-2.393756
E02005321,Wyre 003,53.910316,-3.042767
E02001397,Liverpool 051,53.376085,-2.8639107
E02001316,Wigan 030,53.501049,-2.5186961
E02001396,Liverpool 050,53.379272,-2.9620504
E02001317,Wigan 031,53.499475,-2.5022148
E02001395,Liverpool 049,53.380829,-2.9137526
E02001314,Wigan 028,53.507129,-2.4584289
E02001394,Liverpool 048,53.379962,-2.9305262
E02001315,Wigan 029,53.503115,-2.4479226
E02001393,Liverpool 047,53.384227,-2.8899202
E02001312,Wigan 026,53.509766,-2.5853452
E02001392,Liverpool 046,53.385857,-2.8687394
E02001313,Wigan 027,53.510563,-2.5280105
E02001391,Liverpool 045,53.387011,-2.8380751
E02001310,Wigan 024,53.521865,-2.6033101
E02005328,Wyre 010,53.879112,-3.023599
E02001390,Liverpool 044,53.38713,-2.9662573
E02001311,Wigan 025,53.515482,-2.4623949
E02005329,Wyre 011,53.876697,-3.0083747
E02001399,Liverpool 053,53.369016,-2.9115309
E02001318,Wigan 032,53.499205,-2.6478819
E02001398,Liverpool 052,53.375144,-2.9431679
E02001319,Wigan 033,53.498602,-2.5374795
E02005276,Ribble Valley 007,53.821545,-2.4222392
E02005277,Ribble Valley 008,53.788263,-2.4838934
E02005274,Ribble Valley 005,53.828276,-2.350141
E02005275,Ribble Valley 006,53.827781,-2.6032778
E02005272,Ribble Valley 003,53.86753,-2.4004545
E02005273,Ribble Valley 004,53.835494,-2.5923719
E02005270,Ribble Valley 001,53.89968,-2.3921483
E02005271,Ribble Valley 002,53.874024,-2.3880601
E02001226,Stockport 040,53.366093,-2.2202986
E02001227,Stockport 041,53.360275,-2.178542
E02001224,Stockport 038,53.366219,-2.0742735
E02001225,Stockport 039,53.365706,-2.1892043
E02001222,Stockport 036,53.371971,-2.2299782
E02001223,Stockport 037,53.369332,-2.1555856
E02001220,Stockport 034,53.372615,-2.2020406
E02005278,Rossendale 001,53.724692,-2.2841867
E02001262,Trafford 004,53.454199,-2.276232
E02001263,Trafford 005,53.453423,-2.3789121
E02001260,Trafford 002,53.457366,-2.3505891
E02001261,Trafford 003,53.455283,-2.3001382
E02001268,Trafford 010,53.446489,-2.3657063
E02001269,Trafford 011,53.447603,-2.3049774
E02005206,Fylde 004,53.764322,-3.0278129
E02005287,South Ribble 001,53.749658,-2.7350151
E02005207,Fylde 005,53.755556,-3.0025426
E02005286,Rossendale 009,53.658909,-2.1764592
E02005204,Fylde 002,53.785341,-2.8828926
E02005285,Rossendale 008,53.675912,-2.3068222
E02005205,Fylde 003,53.772541,-2.8531728
E02005284,Rossendale 007,53.68977,-2.3310456
E02005202,Chorley 014,53.61784,-2.6022142
E02005203,Fylde 001,53.821765,-2.9529443
E02005200,Chorley 012,53.641608,-2.6430901
E02005281,Rossendale 004,53.701498,-2.286166
E02005201,Chorley 013,53.622581,-2.6610645
E02005280,Rossendale 003,53.702939,-2.195366
E02005208,Fylde 006,53.753681,-3.0276137
E02005289,South Ribble 003,53.741132,-2.7329862
E02005209,Fylde 007,53.751478,-2.8797708
E02005288,South Ribble 002,53.739952,-2.6222133
E02001506,Wirral 040,53.324687,-3.0899267
E02001507,Wirral 041,53.316351,-2.9826556
E02001504,Wirral 038,53.335344,-3.0043572
E02001505,Wirral 039,53.329827,-2.9825599
E02001502,Wirral 036,53.348714,-2.9964543
E02001503,Wirral 037,53.334888,-3.1009094
E02001500,Wirral 034,53.350767,-3.0935817
E02001501,Wirral 035,53.349688,-3.0184252
E02001508,Wirral 042,53.312265,-2.9690981
E02001456,Sefton 028,53.483104,-3.0360104
E02001457,Sefton 029,53.483681,-2.9716304
E02001454,Sefton 026,53.484414,-2.925668
E02001455,Sefton 027,53.485812,-2.9526146
E02001452,Sefton 024,53.487091,-2.9962744
E02001453,Sefton 025,53.487684,-3.0165744
E02001450,Sefton 022,53.492158,-3.0367738
E02001451,Sefton 023,53.491249,-2.9761443
E02001458,Sefton 030,53.478875,-3.0260979
E02001459,Sefton 031,53.476938,-2.99795
E02001176,Salford 020,53.48947,-2.3422783
E02001177,Salford 021,53.488396,-2.3142676
E02001174,Salford 018,53.497428,-2.3079128
E02001175,Salford 019,53.491347,-2.3670268
E02001172,Salford 016,53.503324,-2.258671
E02001173,Salford 017,53.497152,-2.2814255
E02001170,Salford 014,53.504485,-2.3621801
E02001178,Salford 022,53.487074,-2.2584966
E02001179,Salford 023,53.48657,-2.2971492
E02005197,Chorley 009,53.652531,-2.618958
E02005196,Chorley 008,53.661063,-2.6457622
E02005195,Chorley 007,53.664897,-2.7724036
E02005194,Chorley 006,53.661551,-2.6249164
E02005193,Chorley 005,53.666324,-2.6745078
E02005192,Chorley 004,53.685312,-2.6359127
E02005191,Chorley 003,53.698728,-2.6548359
E02005190,Chorley 002,53.697119,-2.5743568
E02005199,Chorley 011,53.643999,-2.7220124
E02005198,Chorley 010,53.645079,-2.6293621
E02003846,Cheshire West and Chester 008,53.280894,-2.9329016
E02003847,Cheshire West and Chester 009,53.276936,-2.9446032
E02003844,Cheshire West and Chester 006,53.282804,-3.0582917
E02003845,Cheshire West and Chester 007,53.283452,-2.9018337
E02003842,Cheshire West and Chester 004,53.291383,-3.0049157
E02003843,Cheshire West and Chester 005,53.288126,-2.9322492
E02003840,Cheshire East 051,53.032956,-2.5931958
E02003841,Cheshire West and Chester 001,53.294662,-3.0652614
E02003848,Cheshire West and Chester 010,53.27491,-2.917445
E02003849,Cheshire West and Chester 011,53.27194,-2.8895201
E02001097,Manchester 053,53.373271,-2.265998
E02001016,Bolton 033,53.54388,-2.4176282
E02001096,Manchester 052,53.377845,-2.2498821
E02001017,Bolton 034,53.54118,-2.3724075
E02001095,Manchester 051,53.383119,-2.2832882
E02001014,Bolton 031,53.547319,-2.5255704
E02001094,Manchester 050,53.385533,-2.2656385
E02001015,Bolton 032,53.546073,-2.396597
E02001093,Manchester 049,53.391124,-2.2574182
E02001012,Bolton 029,53.551989,-2.419791
E02001092,Manchester 048,53.396892,-2.282312
E02001013,Bolton 030,53.551721,-2.4722387
E02001091,Manchester 047,53.403481,-2.3041802
E02001010,Bolton 027,53.554829,-2.4013885
E02001090,Manchester 046,53.406079,-2.2580801
E02001011,Bolton 028,53.553735,-2.511431
E02001018,Bolton 035,53.536511,-2.5264625
E02001099,Oldham 002,53.582659,-2.0906494
E02001019,Bury 001,53.645055,-2.320787
E02001098,Oldham 001,53.583822,-2.1073428
E02001326,Wigan 040,53.473279,-2.5595171
E02001327,Knowsley 001,53.492945,-2.8779664
E02001324,Wigan 038,53.477368,-2.5987007
E02001325,Wigan 039,53.475705,-2.5766799
E02001322,Wigan 036,53.48916,-2.6438252
E02001323,Wigan 037,53.488298,-2.5221122
E02001320,Wigan 034,53.491328,-2.4986971
E02001321,Wigan 035,53.489955,-2.6260525
E02001328,Knowsley 002,53.494094,-2.8939681
E02001329,Knowsley 003,53.478951,-2.8814745
E02001276,Trafford 018,53.415235,-2.2982461
E02001277,Trafford 019,53.409509,-2.3600635
E02001274,Trafford 016,53.419415,-2.344905
E02001275,Trafford 017,53.416717,-2.4309899
E02001272,Trafford 014,53.420979,-2.3049672
E02001273,Trafford 015,53.420959,-2.3197435
E02001270,Trafford 012,53.428886,-2.3266508
E02001271,Trafford 013,53.428208,-2.3501985
E02001278,Trafford 020,53.407963,-2.3416834
E02001279,Trafford 021,53.406474,-2.3277425
E02005216,Hyndburn 005,53.755459,-2.389544
E02005217,Hyndburn 006,53.749046,-2.3767618
E02005296,South Ribble 010,53.726558,-2.7523602
E02005214,Hyndburn 003,53.76779,-2.4165412
E02005295,South Ribble 009,53.727429,-2.6851406
E02005215,Hyndburn 004,53.758284,-2.3597507
E02005294,South Ribble 008,53.730678,-2.6555598
E02005212,Hyndburn 001,53.786036,-2.40587
E02005293,South Ribble 007,53.729906,-2.6667341
E02005213,Hyndburn 002,53.775081,-2.3807581
E02005292,South Ribble 006,53.735081,-2.7168422
E02005210,Fylde 008,53.74419,-2.9977382
E02005291,South Ribble 005,53.738935,-2.7080842
E02005211,Fylde 009,53.740187,-2.9539476
E02005290,South Ribble 004,53.741217,-2.6724169
E02005218,Hyndburn 007,53.744194,-2.3985978
E02005299,South Ribble 013,53.697867,-2.6928694
E02005219,Hyndburn 008,53.743435,-2.3539835
E02005298,South Ribble 012,53.710174,-2.6940261
E02002576,Halton 003,53.374481,-2.7135364
E02002577,Halton 004,53.374322,-2.7709224
E02002574,Halton 001,53.385975,-2.7245389
E02002575,Halton 002,53.381391,-2.7506946
E02002578,Halton 005,53.372189,-2.7343752
E02002579,Halton 006,53.367782,-2.7606147
E02001426,St. Helens 021,53.419832,-2.7695938
E02001427,St. Helens 022,53.41913,-2.71785
E02001424,St. Helens 019,53.433189,-2.7527514
E02001425,St. Helens 020,53.429894,-2.715503
E02001422,St. Helens 017,53.446012,-2.6924064
E02001423,St. Helens 018,53.435313,-2.7789202
E02001420,St. Helens 015,53.450434,-2.6240405
E02001421,St. Helens 016,53.449674,-2.7598941
E02001428,St. Helens 023,53.411008,-2.7607992
E02001429,Sefton 001,53.673138,-2.954551
E02003797,Cheshire West and Chester 028,53.208204,-2.8886334
E02003796,Cheshire West and Chester 027,53.211877,-2.8746636
E02003795,Cheshire West and Chester 025,53.226036,-2.9507772
E02003794,Cheshire West and Chester 022,53.25801,-2.8162279
E02003799,Cheshire West and Chester 031,53.201918,-2.930272
E02003798,Cheshire West and Chester 029,53.209302,-2.9216127
E02001146,Rochdale 015,53.606788,-2.1560353
E02001147,Rochdale 016,53.594939,-2.150371
E02001144,Rochdale 013,53.61076,-2.1168277
E02001145,Rochdale 014,53.608912,-2.1031898
E02001142,Rochdale 011,53.610889,-2.1966634
E02001143,Rochdale 012,53.609019,-2.1394786
E02001140,Rochdale 009,53.621783,-2.1794034
E02001141,Rochdale 010,53.617562,-2.1643592
E02003987,Carlisle 001,55.008502,-2.9607415
E02003986,Barrow-in-Furness 010,54.102289,-3.2462738
E02001148,Rochdale 017,53.592831,-2.1801266
E02003985,Barrow-in-Furness 009,54.111668,-3.2571103
E02000987,Bolton 004,53.601735,-2.5475079
E02001149,Rochdale 018,53.591434,-2.2246883
E02003984,Barrow-in-Furness 008,54.113042,-3.223252
E02000986,Bolton 003,53.609331,-2.4282343
E02003983,Barrow-in-Furness 007,54.113469,-3.2094812
E02000985,Bolton 002,53.610696,-2.4081154
E02003982,Barrow-in-Furness 006,54.116567,-3.1916716
E02000984,Bolton 001,53.622029,-2.4339568
E02003981,Barrow-in-Furness 005,54.12323,-3.221058
E02003980,Barrow-in-Furness 004,54.125948,-3.2303654
E02003989,Carlisle 003,54.913319,-2.9466324
E02003988,Carlisle 002,54.943961,-2.7322166
E02000989,Bolton 006,53.59942,-2.3879851
E02000988,Bolton 005,53.600948,-2.4350704
E02003856,Cheshire East 004,53.345063,-2.213521
E02003857,Cheshire East 005,53.335741,-2.2232806
E02003854,Cheshire East 002,53.349192,-2.1297195
E02003855,Cheshire East 003,53.346441,-2.1125122
E02003852,Cheshire West and Chester 016,53.261276,-2.9194319
E02003853,Cheshire East 001,53.357904,-2.0364262
E02003850,Cheshire West and Chester 013,53.270128,-2.9266843
E02003851,Cheshire West and Chester 014,53.265865,-2.9024681
E02003858,Cheshire East 006,53.326217,-2.2355271
E02003859,Cheshire East 007,53.316798,-2.3426505
E02006884,Rossendale 010,53.69569,-2.2422667
E02006881,Burnley 014,53.77886,-2.2495898
E02001336,Knowsley 010,53.423707,-2.8414755
E02001337,Knowsley 011,53.419047,-2.8303691
E02001334,Knowsley 008,53.4231,-2.8597473
E02001335,Knowsley 009,53.423688,-2.7888805
E02001332,Knowsley 006,53.434441,-2.8614514
E02001333,Knowsley 007,53.426364,-2.8027304
E02001330,Knowsley 004,53.477943,-2.9033321
E02001331,Knowsley 005,53.471365,-2.8740858
E02001338,Knowsley 012,53.415719,-2.8561679
E02001339,Knowsley 013,53.412511,-2.7949772
E02001246,Tameside 018,53.471987,-2.0750311
E02001247,Tameside 019,53.468501,-2.1179121
E02001244,Tameside 016,53.476054,-2.0669325
E02001245,Tameside 017,53.475644,-2.0902698
E02001242,Tameside 014,53.477939,-2.134437
E02001243,Tameside 015,53.478383,-2.0460376
E02001240,Tameside 012,53.484076,-2.1644146
E02001241,Tameside 013,53.483513,-2.1066518
E02001248,Tameside 020,53.461443,-2.0753589
E02001249,Tameside 021,53.458755,-2.1111078
E02001436,Sefton 008,53.634528,-2.9882517
E02001437,Sefton 009,53.632953,-3.0185368
E02001434,Sefton 006,53.644411,-2.9811461
E02001435,Sefton 007,53.639061,-3.0029839
E02001432,Sefton 004,53.651202,-2.9990963
E02001433,Sefton 005,53.648397,-2.9684398
E02001430,Sefton 002,53.664606,-2.964816
E02001431,Sefton 003,53.658033,-2.9794651
E02001438,Sefton 010,53.619274,-3.0140196
E02001439,Sefton 011,53.601814,-3.0324158
E02002646,Blackpool 014,53.800814,-3.0034855
E02002647,Blackpool 015,53.800565,-3.0380371
E02002644,Blackpool 012,53.807157,-3.0239557
E02002645,Blackpool 013,53.801162,-3.0510187
E02002642,Blackpool 010,53.816219,-3.0446819
E02002643,Blackpool 011,53.811204,-3.0393935
E02002640,Blackpool 008,53.825265,-3.0432055
E02002641,Blackpool 009,53.822729,-3.0277687
E02002648,Blackpool 016,53.79795,-3.026449
E02002649,Blackpool 017,53.787771,-3.0487258
E02001156,Rochdale 025,53.538505,-2.1918912
E02001157,Salford 001,53.53524,-2.4257207
E02001154,Rochdale 023,53.550308,-2.1798401
E02001155,Rochdale 024,53.548866,-2.2045404
E02001152,Rochdale 021,53.560494,-2.195614
E02001153,Rochdale 022,53.557765,-2.214471
E02001150,Rochdale 019,53.591643,-2.2418065
E02001151,Rochdale 020,53.585714,-2.2116519
E02003997,Carlisle 011,54.880837,-2.899765
E02003996,Carlisle 010,54.883304,-2.9290001
E02001158,Salford 002,53.530541,-2.4124128
E02003995,Carlisle 009,54.887378,-2.9655417
E02000997,Bolton 014,53.586942,-2.5230258
E02001159,Salford 003,53.52829,-2.3950127
E02003994,Carlisle 008,54.889342,-2.9523371
E02000996,Bolton 013,53.587342,-2.3899289
E02003993,Carlisle 007,54.897224,-2.8164741
E02000995,Bolton 012,53.590276,-2.4734694
E02003992,Carlisle 006,54.893234,-2.9243798
E02000994,Bolton 011,53.591864,-2.4391317
E02003991,Carlisle 005,54.892748,-2.9840057
E02000993,Bolton 010,53.593308,-2.4120875
E02003990,Carlisle 004,54.908892,-2.9227421
E02000992,Bolton 009,53.591448,-2.5790107
E02000991,Bolton 008,53.593348,-2.4533037
E02000990,Bolton 007,53.594262,-2.5404914
E02003999,Carlisle 013,54.865773,-2.9334893
E02003998,Carlisle 012,54.875292,-2.9272885
E02000999,Bolton 016,53.583317,-2.4339225
E02000998,Bolton 015,53.583136,-2.4510948
E02001066,Manchester 022,53.457792,-2.2115416
E02001067,Manchester 023,53.456627,-2.1762357
E02001064,Manchester 020,53.462487,-2.1938974
E02001065,Manchester 021,53.463937,-2.1617158
E02001062,Manchester 018,53.467326,-2.2228566
E02001063,Manchester 019,53.464831,-2.2440066
E02001061,Manchester 017,53.469978,-2.1674482
E02003826,Cheshire East 035,53.108021,-2.4362906
E02003827,Cheshire East 036,53.105674,-2.4532951
E02001068,Manchester 024,53.45523,-2.2446292
E02003824,Cheshire East 042,53.095641,-2.3210878
E02001069,Manchester 025,53.453395,-2.2314724
E02003825,Cheshire East 034,53.116715,-2.4574751
E02003822,Cheshire East 033,53.113367,-2.2860222
E02003823,Cheshire East 040,53.097109,-2.2992204
E02003820,Cheshire East 031,53.142394,-2.3900109
E02003821,Cheshire East 032,53.140612,-2.3592145
E02003828,Cheshire East 037,53.104513,-2.4674726
E02003829,Cheshire East 038,53.098955,-2.4227875
E02001387,Liverpool 041,53.390511,-2.9052987
E02001306,Wigan 020,53.523649,-2.6454192
E02001386,Liverpool 040,53.39291,-2.8618303
E02001307,Wigan 021,53.521787,-2.6686944
E02001385,Liverpool 039,53.39436,-2.9501947
E02001304,Wigan 018,53.531805,-2.7083946
E02001384,Liverpool 038,53.394122,-2.9313615
E02001305,Wigan 019,53.525201,-2.5470027
E02001383,Liverpool 037,53.397309,-2.9680219
E02001302,Wigan 016,53.532232,-2.5658763
E02001382,Liverpool 036,53.400078,-2.8858592
E02001303,Wigan 017,53.53137,-2.4924995
E02001381,Liverpool 035,53.399881,-2.9340291
E02001300,Wigan 014,53.535139,-2.6711378
E02001380,Liverpool 034,53.403312,-2.8980498
E02001301,Wigan 015,53.534427,-2.6485856
E02001389,Liverpool 043,53.388202,-2.9514258
E02001308,Wigan 022,53.522938,-2.481798
E02001388,Liverpool 042,53.388803,-2.9194568
E02001309,Wigan 023,53.521408,-2.5041334
E02005266,Preston 014,53.766327,-2.67787
E02005267,Preston 015,53.76609,-2.6972087
E02005264,Preston 012,53.769817,-2.7174492
E02005265,Preston 013,53.767606,-2.7525783
E02005262,Preston 010,53.776999,-2.7583761
E02005263,Preston 011,53.770255,-2.6995839
E02005260,Preston 008,53.775202,-2.7321839
E02005261,Preston 009,53.774119,-2.6586494
E02001256,Tameside 028,53.447781,-2.0744614
E02001257,Tameside 029,53.442761,-2.1043966
E02001254,Tameside 026,53.451742,-2.1032593
E02001255,Tameside 027,53.449527,-2.028314
E02001252,Tameside 024,53.45344,-2.1469937
E02001253,Tameside 025,53.453819,-2.1211692
E02001250,Tameside 022,53.456068,-2.0603802
E02005268,Preston 016,53.761189,-2.6756029
E02001251,Tameside 023,53.459094,-2.0013318
E02005269,Preston 017,53.755757,-2.7042721
E02001258,Tameside 030,53.438954,-2.0747168
E02001259,Trafford 001,53.460651,-2.2650081
E02001406,St. Helens 001,53.503678,-2.7862946
E02001487,Wirral 021,53.381914,-3.0257791
E02001407,St. Helens 002,53.495437,-2.7098984
E02001486,Wirral 020,53.385051,-3.0485727
E02001404,Liverpool 058,53.347775,-2.8719606
E02001485,Wirral 019,53.385041,-3.0809584
E02001405,Liverpool 059,53.342638,-2.8348464
E02001484,Wirral 018,53.388534,-3.0990005
E02001402,Liverpool 056,53.362145,-2.9166586
E02001483,Wirral 017,53.390706,-3.1178229
E02001403,Liverpool 057,53.356405,-2.8996925
E02001482,Wirral 016,53.391727,-3.0303459
E02001400,Liverpool 054,53.365357,-2.8938098
E02001481,Wirral 015,53.395552,-3.0585009
E02001401,Liverpool 055,53.362486,-2.8587968
