msoa11cd,msoa11nm,Latitude,Longitude
E02002410,Leeds 081,53.788638,-1.5895532
E02002411,Leeds 082,53.782738,-1.5605631
E02002418,Leeds 089,53.76972,-1.3754971
E02002419,Leeds 090,53.769398,-1.5726424
E02002726,North East Lincolnshire 001,53.614491,-0.21516106
E02002727,North East Lincolnshire 002,53.56976,-0.068771532
E02002724,East Riding of Yorkshire 041,53.706406,-0.86856824
E02002725,East Riding of Yorkshire 042,53.689174,-1.0260366
E02002722,East Riding of Yorkshire 039,53.723187,0.03338139
E02002723,East Riding of Yorkshire 040,53.706903,-0.88134136
E02002720,East Riding of Yorkshire 037,53.723615,-0.86434775
E02002721,East Riding of Yorkshire 038,53.722274,-0.84075659
E02002728,North East Lincolnshire 003,53.568749,-0.095472671
E02005797,Scarborough 003,54.47961,-0.61293244
E02002729,North East Lincolnshire 004,53.571082,-0.13049694
E02005796,Scarborough 002,54.488683,-0.79716907
E02005795,Scarborough 001,54.486579,-0.62825725
E02005794,Ryedale 007,54.102121,-0.90596991
E02005791,Ryedale 004,54.149363,-0.6286035
E02005790,Ryedale 003,54.232863,-1.0483692
E02005799,Scarborough 005,54.293745,-0.43629434
E02005798,Scarborough 004,54.41706,-0.56267787
E02002676,Kingston upon Hull 025,53.753236,-0.37057685
E02002677,Kingston upon Hull 026,53.749442,-0.31526098
E02002674,Kingston upon Hull 023,53.755041,-0.41058107
E02002675,Kingston upon Hull 024,53.75385,-0.34972781
E02002672,Kingston upon Hull 021,53.756942,-0.2557865
E02002673,Kingston upon Hull 022,53.756361,-0.30292495
E02002670,Kingston upon Hull 019,53.760385,-0.39740895
E02002671,Kingston upon Hull 020,53.759132,-0.29233091
E02002678,Kingston upon Hull 027,53.746507,-0.38348486
E02002679,Kingston upon Hull 028,53.744006,-0.40003393
E02001616,Sheffield 006,53.435827,-1.4641688
E02001617,Sheffield 007,53.434181,-1.444366
E02001614,Sheffield 004,53.463036,-1.4723817
E02001615,Sheffield 005,53.44193,-1.4929218
E02001612,Sheffield 002,53.475421,-1.5759464
E02001613,Sheffield 003,53.470164,-1.4910489
E02001610,Rotherham 033,53.340361,-1.2609717
E02001611,Sheffield 001,53.479844,-1.5995742
E02001618,Sheffield 008,53.431775,-1.5378649
E02001619,Sheffield 009,53.43001,-1.4863511
E02002236,Bradford 054,53.770458,-1.7782869
E02002237,Bradford 055,53.770707,-1.7975237
E02002234,Bradford 052,53.775361,-1.7091603
E02002235,Bradford 053,53.774194,-1.749514
E02002232,Bradford 050,53.7776,-1.7865498
E02002233,Bradford 051,53.777466,-1.7674459
E02002230,Bradford 048,53.781213,-1.7578493
E02002231,Bradford 049,53.780195,-1.8009532
E02002238,Bradford 056,53.76745,-1.7659537
E02002239,Bradford 057,53.766598,-1.7243458
E02002736,North East Lincolnshire 011,53.559943,-0.073793729
E02002737,North East Lincolnshire 012,53.55945,-0.057796309
E02002734,North East Lincolnshire 009,53.562797,-0.11695542
E02002735,North East Lincolnshire 010,53.562515,-0.037920312
E02002732,North East Lincolnshire 007,53.57205,-0.16985807
E02002733,North East Lincolnshire 008,53.56393,-0.10163872
E02002730,North East Lincolnshire 005,53.569036,-0.050772471
E02002731,North East Lincolnshire 006,53.56642,-0.062369771
E02002738,North East Lincolnshire 013,53.555138,-0.13304181
E02002739,North East Lincolnshire 014,53.553482,-0.031982608
E02002187,Bradford 005,53.892375,-1.7405463
E02002186,Bradford 004,53.911524,-1.9415381
E02002185,Bradford 003,53.912657,-1.7515795
E02002184,Bradford 002,53.925962,-1.8185199
E02002183,Bradford 001,53.942433,-1.880147
E02002189,Bradford 007,53.873654,-1.9183663
E02002188,Bradford 006,53.876781,-1.8749652
E02006814,East Riding of Yorkshire 043,53.742453,-0.41642403
E02006813,Kingston upon Hull 033,53.730949,-0.41321815
E02006892,East Riding of Yorkshire 045,54.006995,-0.43833571
E02006891,East Riding of Yorkshire 044,54.008291,-0.42263044
E02002366,Leeds 037,53.822996,-1.5009886
E02002367,Leeds 038,53.824415,-1.550815
E02002364,Leeds 035,53.825573,-1.4669432
E02002362,Leeds 033,53.828987,-1.6119183
E02002363,Leeds 034,53.828465,-1.5356243
E02002360,Leeds 031,53.832481,-1.5639782
E02002361,Leeds 032,53.828867,-1.5167348
E02002368,Leeds 039,53.823477,-1.6818634
E02002369,Leeds 040,53.821039,-1.4823885
E02002206,Bradford 024,53.824964,-1.7477988
E02002287,Kirklees 017,53.696199,-1.638175
E02002207,Bradford 025,53.822385,-1.7756283
E02002286,Kirklees 016,53.698396,-1.654741
E02002204,Bradford 022,53.829131,-1.8404363
E02002285,Kirklees 015,53.701816,-1.692778
E02002205,Bradford 023,53.8299,-1.9478653
E02002284,Kirklees 014,53.701931,-1.6117393
E02002202,Bradford 020,53.833248,-1.7833043
E02002283,Kirklees 013,53.705596,-1.6338377
E02002203,Bradford 021,53.830238,-1.7601346
E02002282,Kirklees 012,53.708753,-1.6525505
E02002200,Bradford 018,53.8366,-1.7986652
E02002281,Kirklees 011,53.71092,-1.6686225
E02002201,Bradford 019,53.833057,-1.7290154
E02002280,Kirklees 010,53.711946,-1.6412065
E02002208,Bradford 026,53.822527,-1.7267287
E02002289,Kirklees 019,53.686714,-1.6493855
E02002209,Bradford 027,53.818018,-1.7126474
E02002288,Kirklees 018,53.689176,-1.6086614
E02001566,Doncaster 028,53.501338,-1.1460104
E02001567,Doncaster 029,53.499649,-1.1626123
E02001564,Doncaster 026,53.502322,-1.0188354
E02001562,Doncaster 024,53.509178,-1.0726146
E02001563,Doncaster 025,53.503681,-1.0824441
E02001560,Doncaster 022,53.518311,-1.1300442
E02001561,Doncaster 023,53.510948,-1.1486673
E02001568,Doncaster 030,53.497624,-1.2735265
E02001569,Doncaster 031,53.497459,-1.2924479
E02002466,Wakefield 029,53.669143,-1.5647571
E02002467,Wakefield 030,53.667692,-1.4846017
E02002464,Wakefield 027,53.674064,-1.3560981
E02002465,Wakefield 028,53.671112,-1.5156197
E02002462,Wakefield 025,53.677327,-1.5810981
E02002463,Wakefield 026,53.674486,-1.5323836
E02002460,Wakefield 023,53.68167,-1.3143768
E02002461,Wakefield 024,53.685168,-1.384213
E02002468,Wakefield 031,53.659763,-1.5488136
E02002469,Wakefield 032,53.657336,-1.4267596
E02005766,Harrogate 006,54.076948,-1.7368455
E02005767,Harrogate 007,54.022834,-1.4760868
E02005764,Harrogate 004,54.129976,-1.5235994
E02005765,Harrogate 005,54.091771,-1.3957007
E02005762,Harrogate 002,54.139973,-1.5358525
E02005763,Harrogate 003,54.140497,-1.4589905
E02005760,Hambleton 011,54.069622,-1.2327138
E02005761,Harrogate 001,54.178466,-1.6441544
E02005768,Harrogate 008,54.013784,-1.5714864
E02005769,Harrogate 009,54.009698,-1.4626866
E02002706,East Riding of Yorkshire 023,53.778586,-0.3979752
E02002787,York 016,53.955793,-1.1178869
E02002707,East Riding of Yorkshire 024,53.770032,-0.60458128
E02002786,York 015,53.956841,-1.0536129
E02002704,East Riding of Yorkshire 021,53.797996,-0.2051757
E02002785,York 014,53.956686,-1.0362885
E02002705,East Riding of Yorkshire 022,53.780564,-0.43128979
E02002784,York 013,53.958332,-1.0812408
E02002702,East Riding of Yorkshire 019,53.840678,-0.42209766
E02002783,York 012,53.963087,-1.1283568
E02002703,East Riding of Yorkshire 020,53.828364,-0.43859069
E02002782,York 011,53.979708,-1.1500285
E02002700,East Riding of Yorkshire 017,53.847007,-0.42078037
E02002781,York 010,53.969295,-1.0726914
E02002701,East Riding of Yorkshire 018,53.843059,-0.80555065
E02002780,York 009,53.973285,-1.0879099
E02002708,East Riding of Yorkshire 025,53.779383,-0.41668822
E02002789,York 018,53.947372,-1.1327983
E02002709,East Riding of Yorkshire 026,53.758593,-0.71514671
E02002788,York 017,53.954447,-1.1000094
E02001666,Sheffield 056,53.348346,-1.3462631
E02001664,Sheffield 054,53.351236,-1.4314885
E02001665,Sheffield 055,53.349671,-1.5148675
E02001662,Sheffield 052,53.357103,-1.417888
E02001663,Sheffield 053,53.354029,-1.4740587
E02001660,Sheffield 050,53.358539,-1.4879918
E02001661,Sheffield 051,53.3583,-1.460228
E02002656,Kingston upon Hull 005,53.786577,-0.35868987
E02002657,Kingston upon Hull 006,53.784102,-0.33635237
E02002654,Kingston upon Hull 003,53.787127,-0.38131651
E02002655,Kingston upon Hull 004,53.787507,-0.31179311
E02002652,Kingston upon Hull 001,53.801097,-0.33870146
E02001669,Sheffield 059,53.343985,-1.4815121
E02002653,Kingston upon Hull 002,53.79108,-0.32813647
E02002658,Kingston upon Hull 007,53.780933,-0.30199427
E02002659,Kingston upon Hull 008,53.780194,-0.37583119
E02002197,Bradford 015,53.848064,-1.8305605
E02002196,Bradford 014,53.847562,-1.9512938
E02002195,Bradford 013,53.853095,-1.7697484
E02002194,Bradford 012,53.854337,-1.9288932
E02002193,Bradford 011,53.856296,-1.9141735
E02002192,Bradford 010,53.857117,-1.8260998
E02002191,Bradford 009,53.864894,-1.9225953
E02002190,Bradford 008,53.870019,-1.9007322
E02002199,Bradford 017,53.841593,-1.7319998
E02002198,Bradford 016,53.845697,-1.7646821
E02002376,Leeds 047,53.815423,-1.5018835
E02002377,Leeds 048,53.81579,-1.5193305
E02002374,Leeds 045,53.816755,-1.5955212
E02002375,Leeds 046,53.816791,-1.6205214
E02002373,Leeds 044,53.818975,-1.5825736
E02002370,Leeds 041,53.820254,-1.4454712
E02002371,Leeds 042,53.817552,-1.5307173
E02002379,Leeds 050,53.813435,-1.4660492
E02002216,Bradford 034,53.807726,-1.7710901
E02002297,Kirklees 027,53.664882,-1.7976523
E02002217,Bradford 035,53.80565,-1.7361162
E02002296,Kirklees 026,53.673898,-1.6959781
E02002214,Bradford 032,53.812792,-1.7264427
E02002295,Kirklees 025,53.672091,-1.759171
E02002215,Bradford 033,53.807559,-1.7877493
E02002294,Kirklees 024,53.676888,-1.6310134
E02002212,Bradford 030,53.814071,-1.8117584
E02002293,Kirklees 023,53.680493,-1.6649703
E02002213,Bradford 031,53.810129,-1.8968339
E02002292,Kirklees 022,53.679913,-1.7556141
E02002210,Bradford 028,53.814633,-1.7459774
E02002291,Kirklees 021,53.683795,-1.703447
E02002211,Bradford 029,53.81424,-1.7894318
E02002290,Kirklees 020,53.685761,-1.6885189
E02002218,Bradford 036,53.804906,-1.8257234
E02002299,Kirklees 029,53.662791,-1.7744934
E02002219,Bradford 037,53.802349,-1.789385
E02002298,Kirklees 028,53.661888,-1.6254847
E02001576,Doncaster 038,53.437473,-1.0195467
E02001577,Doncaster 039,53.435219,-1.1104872
E02001574,Doncaster 036,53.474882,-1.0606008
E02001575,Doncaster 037,53.474338,-1.0773518
E02001572,Doncaster 034,53.480897,-1.1897286
E02001573,Doncaster 035,53.479612,-1.2390113
E02001570,Doncaster 032,53.48762,-1.2460268
E02001571,Doncaster 033,53.495111,-1.1822826
E02001578,Rotherham 001,53.506773,-1.3699587
E02001579,Rotherham 002,53.497445,-1.3420583
E02002476,Wakefield 039,53.627639,-1.3747532
E02002477,Wakefield 040,53.621421,-1.4107063
E02002474,Wakefield 037,53.639349,-1.5139415
E02002475,Wakefield 038,53.643807,-1.4693124
E02002472,Wakefield 035,53.646973,-1.5915343
E02002473,Wakefield 036,53.643942,-1.529575
E02002470,Wakefield 033,53.652677,-1.4854807
E02002471,Wakefield 034,53.64415,-1.3330164
E02002478,Wakefield 041,53.616428,-1.2754498
E02002479,Wakefield 042,53.610667,-1.3523619
E02005776,Harrogate 016,53.993629,-1.3003865
E02005777,Harrogate 017,53.987957,-1.5112357
E02005774,Harrogate 014,53.998285,-1.5026789
E02005775,Harrogate 015,53.994503,-1.5440757
E02005772,Harrogate 012,54.001762,-1.4547946
E02005773,Harrogate 013,54.000202,-1.5279343
E02005770,Harrogate 010,54.009053,-1.5344259
E02005771,Harrogate 011,54.003779,-1.5587429
E02005778,Harrogate 018,54.001051,-1.6661107
E02005779,Harrogate 019,53.984466,-1.5376584
E02002716,East Riding of Yorkshire 033,53.724321,-0.17613564
E02002717,East Riding of Yorkshire 034,53.727798,-0.43199654
E02002714,East Riding of Yorkshire 031,53.725158,-0.082347503
E02002795,York 024,53.915888,-1.1279848
E02002715,East Riding of Yorkshire 032,53.73037,-0.56478432
E02002794,York 023,53.941884,-1.0534791
E02002712,East Riding of Yorkshire 029,53.742607,-0.19765015
E02002793,York 022,53.938421,-1.1255043
E02002792,York 021,53.943962,-1.0945675
E02002710,East Riding of Yorkshire 027,53.752911,-0.43453472
E02002791,York 020,53.955913,-0.97440229
E02002711,East Riding of Yorkshire 028,53.751634,-0.45249411
E02002790,York 019,53.9484,-1.0742367
E02002718,East Riding of Yorkshire 035,53.729821,-0.50009056
E02002719,East Riding of Yorkshire 036,53.725922,-0.4431768
E02001676,Sheffield 066,53.332461,-1.4919379
E02001674,Sheffield 064,53.341495,-1.4670937
E02001675,Sheffield 065,53.332663,-1.3516084
E02001672,Sheffield 062,53.342416,-1.4216026
E02001673,Sheffield 063,53.34004,-1.3349006
E02001670,Sheffield 060,53.342838,-1.4442468
E02001671,Sheffield 061,53.342595,-1.3734318
E02001678,Sheffield 068,53.324505,-1.5358413
E02001679,Sheffield 069,53.324213,-1.4863308
E02006861,Leeds 110,53.816604,-1.5653277
E02006868,Sheffield 075,53.377268,-1.4469406
E02006869,Sheffield 076,53.347239,-1.3972027
E02005806,Scarborough 012,54.241695,-0.40821572
E02005807,Scarborough 013,54.247738,-0.48302058
E02005804,Scarborough 010,54.27352,-0.40328816
E02005805,Scarborough 011,54.243243,-0.38406183
E02005802,Scarborough 008,54.281842,-0.41265919
E02005803,Scarborough 009,54.275535,-0.42182495
E02005800,Scarborough 006,54.286412,-0.40211362
E02005801,Scarborough 007,54.28864,-0.42252231
E02005808,Scarborough 014,54.206768,-0.29787137
E02005809,Selby 001,53.882775,-1.2677353
E02002346,Leeds 017,53.850307,-1.6205682
E02002347,Leeds 018,53.848952,-1.5508717
E02002344,Leeds 015,53.85368,-1.5250536
E02002345,Leeds 016,53.85203,-1.5868206
E02002342,Leeds 013,53.85835,-1.6199025
E02002343,Leeds 014,53.855957,-1.6846426
E02002341,Leeds 012,53.858572,-1.5539919
E02002348,Leeds 019,53.846611,-1.6060101
E02002349,Leeds 020,53.84508,-1.5075961
E02002265,Calderdale 022,53.710509,-2.0878947
E02005750,Hambleton 001,54.473494,-1.1637299
E02002429,Leeds 100,53.751146,-1.4926651
E02001589,Rotherham 012,53.43462,-1.271711
E02006803,Sheffield 072,53.324875,-1.3610799
E02001565,Doncaster 027,53.504401,-1.0896204
E02002340,Leeds 011,53.866264,-1.6802921
